Jemie,Thar,Jemie.Thar@icanschool.com,Communication,2023,Paris
Zsa Zsa,Judye,Zsa Zsa.Judye@icanschool.com,GameDesign,2023,Lyon
Sandie,Pettiford,Sandie.Pettiford@icanschool.com,UX,2023,Lyon
Winifred,Saree,Winifred.Saree@icanschool.com,Web,2023,Lille
Elie,Hurley,Elie.Hurley@icanschool.com,Communication,2023,Bordeaux
Cathie,Cath,Cathie.Cath@icanschool.com,Web,2023,Lyon
Sissy,Brenn,Sissy.Brenn@icanschool.com,UX,2023,Bordeaux
Celestyna,Germann,Celestyna.Germann@icanschool.com,BD,2023,Paris
Gwenneth,Viddah,Gwenneth.Viddah@icanschool.com,GameDesign,2023,Lille
Daune,Craggie,Daune.Craggie@icanschool.com,Web,2023,Bordeaux
Meg,Havens,Meg.Havens@icanschool.com,UX,2023,Bordeaux
Glenda,Ietta,Glenda.Ietta@icanschool.com,GameDesign,2023,Lyon
Mathilda,Loeb,Mathilda.Loeb@icanschool.com,UX,2023,Lyon
Merry,Trinetta,Merry.Trinetta@icanschool.com,GameProgramming,2023,Lyon
Priscilla,Mehalek,Priscilla.Mehalek@icanschool.com,GameArt,2023,Lyon
Kimberley,Smitt,Kimberley.Smitt@icanschool.com,Communication,2023,Lille
Zsa Zsa,Eno,Zsa Zsa.Eno@icanschool.com,GameDesign,2023,Paris
Brandise,Adore,Brandise.Adore@icanschool.com,Communication,2023,Lyon
Gwenneth,Rurik,Gwenneth.Rurik@icanschool.com,GameDesign,2023,Paris
Michaelina,Liebermann,Michaelina.Liebermann@icanschool.com,GameProgramming,2023,Lille
Ninnetta,Bord,Ninnetta.Bord@icanschool.com,Web,2023,Bordeaux
Imojean,Cloris,Imojean.Cloris@icanschool.com,GameDesign,2023,Bordeaux
Layla,Ioab,Layla.Ioab@icanschool.com,GameProgramming,2023,Bordeaux
Daryl,Caitlin,Daryl.Caitlin@icanschool.com,Communication,2023,Paris
Concettina,Milde,Concettina.Milde@icanschool.com,GameProgramming,2023,Paris
Lucy,Voletta,Lucy.Voletta@icanschool.com,Web,2023,Lille
Florencia,Dielu,Florencia.Dielu@icanschool.com,GameDesign,2023,Lille
Willetta,Hepsibah,Willetta.Hepsibah@icanschool.com,GameDesign,2023,Paris
Malina,Han,Malina.Han@icanschool.com,GameDesign,2023,Paris
Mignon,Kermit,Mignon.Kermit@icanschool.com,Communication,2023,Lyon
Deane,Stephie,Deane.Stephie@icanschool.com,Web,2023,Bordeaux
Nataline,Sherrie,Nataline.Sherrie@icanschool.com,GameProgramming,2023,Bordeaux
Valeda,Presber,Valeda.Presber@icanschool.com,BD,2023,Lille
Jerry,Toffic,Jerry.Toffic@icanschool.com,BD,2023,Lille
Barbara,Margret,Barbara.Margret@icanschool.com,BD,2023,Lille
Tomasina,Ciro,Tomasina.Ciro@icanschool.com,GameProgramming,2023,Lyon
Chickie,Albertine,Chickie.Albertine@icanschool.com,GameArt,2023,Lille
Ardys,Ehrman,Ardys.Ehrman@icanschool.com,GameArt,2023,Lyon
Leeanne,Guthrie,Leeanne.Guthrie@icanschool.com,BD,2023,Lyon
Donnie,Knowling,Donnie.Knowling@icanschool.com,GameArt,2023,Lyon
Dianemarie,Bennie,Dianemarie.Bennie@icanschool.com,GameProgramming,2023,Lille
Ardys,Waite,Ardys.Waite@icanschool.com,GameArt,2023,Paris

