Annabela,Henrie,Annabela.Henrie@icanschool.com,UX,2019,Paris
Amara,Dituri,Amara.Dituri@icanschool.com,GameProgramming,2019,Bordeaux
Wileen,Ricarda,Wileen.Ricarda@icanschool.com,GameDesign,2019,Paris
Jacenta,Fink,Jacenta.Fink@icanschool.com,Communication,2019,Lyon
Annora,Corrine,Annora.Corrine@icanschool.com,BD,2019,Lyon
Neila,Jefferey,Neila.Jefferey@icanschool.com,GameProgramming,2019,Lyon
Kylynn,Afton,Kylynn.Afton@icanschool.com,GameArt,2019,Paris
Eadie,Modie,Eadie.Modie@icanschool.com,GameDesign,2019,Lyon
Julieta,Shaver,Julieta.Shaver@icanschool.com,UX,2019,Paris
Merle,Ambrosia,Merle.Ambrosia@icanschool.com,GameProgramming,2019,Lyon
Bee,Pattin,Bee.Pattin@icanschool.com,GameProgramming,2019,Lyon
Angelique,Suanne,Angelique.Suanne@icanschool.com,GameArt,2019,Lille
Marita,Pozzy,Marita.Pozzy@icanschool.com,GameProgramming,2019,Lyon
Susan,Behre,Susan.Behre@icanschool.com,Communication,2019,Paris
Mamie,Middleton,Mamie.Middleton@icanschool.com,GameArt,2019,Paris
Addia,Yam,Addia.Yam@icanschool.com,GameArt,2019,Lyon
Nanete,Henebry,Nanete.Henebry@icanschool.com,Web,2019,Lille
Kelly,Talia,Kelly.Talia@icanschool.com,BD,2019,Lille
Jinny,Junie,Jinny.Junie@icanschool.com,GameProgramming,2019,Lille
Rosaline,Imelida,Rosaline.Imelida@icanschool.com,GameDesign,2019,Lyon
Dari,Taima,Dari.Taima@icanschool.com,Communication,2019,Paris
Edyth,Malina,Edyth.Malina@icanschool.com,UX,2019,Lille
Cissiee,Darbie,Cissiee.Darbie@icanschool.com,UX,2019,Paris
Asia,Teryn,Asia.Teryn@icanschool.com,GameArt,2019,Lyon
Sibella,Stacy,Sibella.Stacy@icanschool.com,Communication,2019,Bordeaux
Hannis,Sacken,Hannis.Sacken@icanschool.com,GameProgramming,2019,Bordeaux
Antonietta,Vastah,Antonietta.Vastah@icanschool.com,BD,2019,Lille
Inga,Federica,Inga.Federica@icanschool.com,UX,2019,Bordeaux
Korrie,Infield,Korrie.Infield@icanschool.com,BD,2019,Lille
Starla,Nea,Starla.Nea@icanschool.com,Web,2019,Lille
Florie,Bahr,Florie.Bahr@icanschool.com,Web,2019,Lyon
Atlanta,Felizio,Atlanta.Felizio@icanschool.com,Communication,2019,Lyon
Modestia,Howlyn,Modestia.Howlyn@icanschool.com,Web,2019,Lille
Merle,Ophelia,Merle.Ophelia@icanschool.com,GameDesign,2019,Lille
Jany,Emmy,Jany.Emmy@icanschool.com,Web,2019,Bordeaux
Flo,Mallon,Flo.Mallon@icanschool.com,GameArt,2019,Lyon
Julieta,Emmy,Julieta.Emmy@icanschool.com,GameArt,2019,Lille
Edee,Fabiola,Edee.Fabiola@icanschool.com,GameDesign,2019,Lyon
Layla,Ahab,Layla.Ahab@icanschool.com,GameProgramming,2019,Paris
Silvana,Martguerita,Silvana.Martguerita@icanschool.com,BD,2019,Bordeaux
Katharina,Kaja,Katharina.Kaja@icanschool.com,GameArt,2019,Bordeaux
Genevra,Merell,Genevra.Merell@icanschool.com,GameArt,2019,Paris
Britte,Monk,Britte.Monk@icanschool.com,GameDesign,2019,Lyon
Krystle,Phaidra,Krystle.Phaidra@icanschool.com,BD,2019,Lyon
Libbie,Willie,Libbie.Willie@icanschool.com,Web,2019,Paris
Grier,Bethany,Grier.Bethany@icanschool.com,UX,2019,Paris
Cassondra,Gusella,Cassondra.Gusella@icanschool.com,Communication,2019,Lyon
Danny,Remmer,Danny.Remmer@icanschool.com,UX,2019,Bordeaux
Philis,Lumbard,Philis.Lumbard@icanschool.com,Web,2019,Lyon
Emilia,Kirbee,Emilia.Kirbee@icanschool.com,GameProgramming,2019,Paris
Caritta,Carolin,Caritta.Carolin@icanschool.com,GameDesign,2019,Paris
Cherrita,Chaing,Cherrita.Chaing@icanschool.com,GameProgramming,2019,Lille
Collen,Greyson,Collen.Greyson@icanschool.com,GameProgramming,2019,Lyon
Johna,Munn,Johna.Munn@icanschool.com,UX,2019,Lyon
Kylynn,Friede,Kylynn.Friede@icanschool.com,GameDesign,2019,Lille
Gabriellia,Zachary,Gabriellia.Zachary@icanschool.com,Communication,2019,Bordeaux
Willetta,Remmer,Willetta.Remmer@icanschool.com,Web,2019,Paris

